Intérprete,Código,Título
Taylor Swift E The Civil Wars,72616,Safe Sound
"Taylor Swift, Ed Sheeran",71387,Everything Has Changed
Tears For Fears,64683,Break It Down Again
Tears For Fears,64684,Call Me Mellow
Tears For Fears,64685,Change
Tears For Fears,64687,Goodnight Song
Tears For Fears,64688,Head Over Heels
Tears For Fears,64689,Shout
Tears For Fears,64690,Sowing The Seeds Of Love
Tears For Fears,4993,Woman In Chains
Tears For Fears,19571,Everybody Wants To Rule The World
Tears for Fears,20081,ADVICE FOR THE YOUNG AT HEART
Tears for Fears,20130,SHOUT
Tears for Fears,20179,SOWING THE SEEDS OF LOVE
Tears for Fears,20224,HEAD OVER HEELS
Tears for Fears,20305,PALE SHELTER
TEARS FOR FEARS,97826,EVERBODY WANTS TO RULE THE WORLD
TECHNORONIC,97827,PUMP UP THE JAM
Technotronic,19904,Pump Up The Jam
Technotronic,19952,Get Up Before The Night Is Over
Teddy Geiger,71391,For You I Will (Confidence)
Teddy Pendergrass,71392,Can'T We Try
Teena Marie,71393,I Need Your Lovin'
Temple Of The Dog,19700,Hunger Strike
TEMPSTATION,97828,I CAN'T HELP MYSELF
"Temptations, The",64692,Get Ready
"Temptations, The",64693,I Can'T Get Next To You
"Temptations, The",64694,My Girl
"Temptations, The",64695,Since I Lost My Baby
Tendo Yoshimi,2001,Biwa No Mi No Naru Koro
Tendo Yoshimi,2104,Chindo Monogatari
Tendo Yoshimi,2137,Hana Ikada
Tendo Yoshimi,2170,Inochi No Kagiri
Tendo Yoshimi,2184,Otoko No Yoake
Tendo Yoshimi,2190,Tabi Makura
Tendo Yoshimi,2222,Kyohshuh ~ Ware Tachite
Tendo Yoshimi,2240,Yume Uguisu
Tendo Yoshimi,2259,Haha Koi Garasu
Tendo Yoshimi,2383,Onna No Hana Ga Saku
Tendo Yoshimi,2393,Tonbori Ninjo
Tendo Yoshimi,5391,Kazaguruma
Tendo Yoshimi,5666,Anta No Hanamichi
Tendo Yoshimi,5702,Haru Gakita
Tendo Yoshimi,5831,Ume Ichirin
Tendo Yoshimi,18210,Jinsei Shimi Jimi
Tendo Yoshimi,18225,Sake Kizuna
Tendo Yoshimi,18235,Utsukushii Mukashi
Tendo Yoshimi,18236,Yoake
Tendo Yoshimi,18259,Kaze Ga Fuku
Tendo Yoshimi,18277,Shiawase Wa Sugu Soko Ni
Tendo Yoshimi,18286,Baka
Tendo Yoshimi,18309,Nakahen Wa
Tendo Yoshimi,18366,Eien Ni Kagayaite
Tendo Yoshimi,18454,Futari No Funa Uta
Tendo Yoshimi,18538,Hayari Uta
Tendoh Yoshimi,18639,Yuhgao
Tennessee Ernie Ford,71394,The Shot Gun Boogie
Terence Trent D'Arby,64696,Sign Your Name
Teresa Parodi,8355,Merceditas
Teresa Teng,2077,Scandal
Teresa Teng,2309,Wakare No Yokan
Teresa Teng,2336,Koibito Tachi No Shinwa
Teresa Teng,5034,Tokino Nagareni Mio Makase
Teresa Teng,5046,Aijin
Teresa Teng,5137,Kuukou
Teresa Teng,5182,Tsugunai
Teresa Teng,5191,Aishite Aissarete
Teresa Teng,5234,Futatabino
Teresa Teng,18398,Yoru No Ferry Boat
Teresa Teng,18482,Anata To Tomo Ni Ikite Yuku
Terri Clark,71395,Damn Right
Terri Clark,71396,Empty
Terri Clark,71397,Everytime I Cry
Terri Clark,71398,I Think The World Needs A Drink
Terri Clark,71399,I Wanna Do It All
Terri Clark,71400,If I Were You
Terri Clark,71401,In My Next Life
Terri Clark,71402,Take My Time
Terri Clark,71403,You'Re Easy On The Eyes
Terry Winter,2654,Summer Holiday
Terry Winter,73467,Our Love Dream
Testament,2561,Alone In The Dark
Tex Ritter E His Texans,71404,Jealoheart
Tex Ritter E His Texans,71405,You Two-Timed Me One Time Too Often
Thalia,8470,Piel Morena
Thalia,8478,Reencarnacion
Thalia,8661,A Quien Le Importa
Thalia,8902,Accion Y Reaccion
Thalía,8007,Amor A La Mexicana
Thalía,8044,Entre El Mar Y Una Estrella
Thalía,8168,Por Amor
Thalía,8276,Regresa A Mi
Thalía,8358,Mujer Latina
Thalia - Fat Joe,19703,I Want You
The 5Th Dimension,71406,Aquarius Let The Sun Shine In
The 5Th Dimension,71407,One Less Bell To Answer
The 5Th Dimension,71408,Wedding Bell Blues
The 5Th Dimension,72617,Age Of Aquarius Let The Sunshine
The Alan Parsons Project,71409,Eye In The Sky
The Alan Parsons Project,71410,Time
The All-American Rejects,71411,Move Along
The Andrews Sisters,71412,I Wanna Be Loved
The Angels,71413,My Boyfriend'S Back
The Animals,54258,House Of The Rising Sun
The Animals,71414,It'S My Life
The Archies,71415,"Sugar, Sugar"
The Association,71416,Cherish
The Association,71417,Windy
The Avett Brothers,71418,Ain'T No Man
The B-52S,71419,Love Shack
The Band Perry,71420,All Your Life
The Band Perry,71421,Gentle On My Mind
The Band Perry,71422,You Lie
The Bangles,71423,Eternal Flame
The Bangles,71424,Walk Like An Egyptian
The Beach Boys,71425,Be True To Your School
The Beach Boys,71426,"Fun, Fun, Fun"
The Beach Boys,71427,I Get Around
The Beach Boys,71428,Kokomo
The Beach Boys,71429,Little Deuce Coupe
The Beach Boys,71430,Sloop John B
The Beastie Boys,71431,(You Gotta) Fight For Your Right (To Party)
The Beatles,54260,A Hard Day_S Night
The Beatles,54261,Help 1
The Beatles,54262,Help 2
The Beatles,54263,I Want To Hold Your Hand 1
The Beatles,54264,I Want To Hold Your Hand 2
The Beatles,54265,Let It Be
The Beatles,54266,Something
The Beatles,54267,Twist And Shout
The Beatles,71432,All My Loving
The Beatles,71433,All You Need Is Love
The Beatles,71434,And I Love Her
The Beatles,71435,Back In The Ussr
The Beatles,71436,Can'T Buy Me Love
The Beatles,71437,Come Together
The Beatles,71438,Day Tripper
The Beatles,71439,Drive My Car
The Beatles,71440,Eight Days A Week
The Beatles,71441,Eleanor Rigby
The Beatles,71442,Free As A Bird
The Beatles,71443,From Me To You
The Beatles,71444,Get Back
The Beatles,71445,Got To Get You Into My Life
The Beatles,71446,Happy Just To Dance With You
The Beatles,71447,Help
The Beatles,71448,Hey Jude
The Beatles,71449,I Am The Walr
The Beatles,71450,I Feel Fine
The Beatles,71451,It Won'T Be Long
The Beatles,71452,Lady Madonna
The Beatles,71453,Lucy In The Sky With Diamonds
The Beatles,71454,Maxwell'S Silver Hammer
The Beatles,71455,Nowhere Man
The Beatles,71456,Paperback Writer
The Beatles,71457,Penny Lane
The Beatles,71458,Please Please Me
The Beatles,71459,Rocky Raccoon
The Beatles,71460,Sgt. Pepper'S Lonely Hearts Club Band
The Beatles,71461,Strawberry Fields Forever
The Beatles,71462,Ticket To Ride
The Beatles,71463,We Can Work It Out
The Beatles,71464,With A Little Help From My Friends
The Beatles,71465,Yellow Submarine
The Beatles,71466,Yesterday
The Beatles,72618,Help
The Beatles,73085,"Hello, Goodbye + Back Vocal"
The Beatles,73086,She'S Love You (Back Vocal)
The Beatles,74649,Taxman In The Style Of
The Bellamy Brothers,71467,Cowboy Beat
The Bellamy Brothers,71468,Dancin' Cowboys
The Bellamy Brothers,71469,For All The Wrong Reasons
The Bellamy Brothers,71470,I Need More Of You
The Bellamy Brothers,71471,Lovers Live Longer
The Bellamy Brothers,71472,Redneck Girl
The Bellamy Brothers,71473,Sugar Daddy
The Black Crowes,71474,Hard To Handle
The Black Eyed Peas,73569,Do What You Want
The Bluetones,73570,Slight Return
The Boom,5223,Shima Uta
The Boom,18330,Hyakuman Tsubu No Namida
The Boom,18477,Shinka Nu Cha - The Boom Vs.
The Byrds,71475,Mr. Tambourine Man
The Cadillac Three,71476,White Lightning
"The Cadillac Three, Florida Georgia Line, Dierks Bentle",", M7i1k4e7 E7li",The South
The Calling,54268,Wherever You Will Go
The Calling,71478,For You
The Calling,19366,Adrienne
The Carlisles,71479,No Help Wanted
The Carpenters,54269,Only Yesterday
The Carpenters,54270,Please Mr. Postman
The Carpenters,71480,Have Yourself A Merry Little Christmas
The Carpenters,71481,Hurting Each Other
The Cars,54271,Drive
The Casinos,71482,Then You Can Tell Me Goodbye
The Cathedrals,71483,Dry Bones
The Champs,73173,Tequila
The Charlie Daniels Band,71484,Boogie Woogie Fiddle Country Blues
The Charlie Daniels Band,71485,In America
The Charlie Daniels Band,71486,The Devil Went Down To Georgia
The Charlie Daniels Band E Travis Tritt,71487,Southern Boy
The Checkers,2265,"I Love You, Sayonara"
The Checkers,2272,Julia Ni Heartbreak
The Checkers,2328,Giza Giza Heart No Komoriuta
The Checkers,5025,Namida No Rikuesuto
The Checkers,5173,Song For U.S.A.
The Checkers,5411,Long Road
The Checkers,5477,Tokino K-City
The Checkers,18237,Yoake No Brass
The Checkers,18249,Friends And Dream
The Checkers,18256,Hoshikuzu No Stage
The Checkers,18383,Oh Pop Star
The Cheetah Girls,71488,Cinderella
The Chiffons,71489,One Fine Day
The Classics Iv,19017,Stormy
"The Classics, Halloween",71490,Spooky
The Coasters,71491,Charlie Brown
The Coasters,71492,Searchin'
The Coasters,71493,Yakety Yak
The Coasters,71494,Young Blood
The Commodores,71495,Brick House
The Contours,71496,Do You Love Me
The Controllers,71497,Stay
The Cookies,71498,Chains
The Cookies,71499,Don'T Say Nothin' Bad (About My Baby)
The Corrs,2572,Everybody Hurts
The Country Gentlemen,71500,Fox On The Run
The Cranberries,71501,Dreams
The Cure,71502,High
The Cure,19379,Friday I'M Love
The Davis Sisters,71503,I Forgot More Than You'Ll Ever Know
The Decemberists,71504,Make You Better
The Dells,71505,Oh What A Night
The Dillards,71506,Somebody Touched Me
The Dirty Heads,71507,My Sweet Summer
The Doobie Brothers,71508,Take Me In Your Arms (Rock Me A Little While)
The Doors,71509,Hello I Love You
The Drifters,71510,On Broadway
The Drifters,71511,Some Kind Of Wonderful
The Drifters,71512,There Goes My Baby
The Drifters,71513,Under The Boardwalk
The Drifters,71514,Up On The Roof
The Eagles,71515,Hotel California (Acustico)
The Eagles,71516,Hotel California
The Esquires,71517,Get On Up
The Everly Brothers,71518,All I Have To Do Is Dream
The Everly Brothers,71519,Bye Bye Love
The Everly Brothers,71520,Cathy'S Clown
The Everly Brothers,71521,Ebony Eyes
The Everly Brothers,71522,Wake Up Little Susie
The Everly Brothers,71523,When Will I Be Loved
The Fabulous Thunderbirds,71524,Tuff Enuff
The Farm,19961,All Together Now
The Fevers,54272,Do Do Do De Da Da Da
The Fevers,54273,Menina Linda
The Fevers,71525,Agora Eu Sei
The Fevers,71527,De Que Vale Tanto Amor
The Fevers,71528,Genghis Khan
The Fiestas,71529,So Fine
The Fleetwoods,71530,Mr. Blue
The Fontane Sisters,71531,Hearts Of Stone
The Forester Sisters,71532,Leave It Alone
The Forester Sisters,71533,Men
The Forester Sisters,71534,Nothing'S Gonna Bother Me
The Forester Sisters,71535,You Again
The Fortunes,71536,You'Ve Got Your Troubles
The Four Seasons,71537,December 1963 (Oh What A Night)
The Four Seasons,71538,Let'S Hang On
The Four Seasons,71539,Opus 17 (Don'T Worry 'Bout Me)
The Four Seasons,71540,Rag Doll
The Four Seasons,71541,Ronnie
The Four Seasons,71542,Tell It To The Rain
The Four Seasons,71543,Who Loves You
The Four Seasons,71544,Working My Way Back To You
The Fugees,54275,Killing Me Softly ( Com Back Vocal)
The Fugees,54276,Killing Me Softly (Sem Back Vocal)
The Gap Band,71545,You Dropped A Bomb On Me
The Go-Go'S,71546,We Got The Beat
The Grass Roots,71547,Midnight Confessions
The Henningsens,71548,American Beautiful
The Henningsens,71549,I Miss You
The Highwaymen,71550,Michael
The Hollies,71551,Bus Stop
The Hollies,71552,"He Ain'T Heavy, He'S My Brother"
The Hollies,72619,Don' Let Me Down
The Honey Cone,71553,Want Ads
The Hooters,54277,500 Miles
The Isaacs,71554,He Ain'T Never Done Me Nothin' But Good
The Isley Brothers,71555,Fight The Power
The Isley Brothers,71556,It'S Your Thing
The Isley Brothers,71557,Take Me To The Next Phase (Part 1)
The Isley Brothers,71558,That Lady (Part 1)
The Isley Brothers,71559,The Pride
The J Geil S Band,72620,Freeze Frame
The Janedear Girls,71560,Shotgun Girl
The Jeff Healey Band,71561,Angel Eyes
The Jets,71562,Crush On You
The Judds,71563,Born To Be Blue
The Judds,71565,Cry Myself To Sleep
The Judds,71566,Girls Night Out
The Judds,71567,Give A Little Love
The Judds,71568,Grandpa
The Judds,71569,Have Mercy
The Judds,71570,I Know Where I'M Going
The Judds,71571,Let Me Tell You About Love
The Judds,71572,Love Is Alive
The Judds,71573,One Hundred And Two
The Judds,71574,One Man Woman
The Judds,71575,Rockin' With The Rhythm Of The Rain
The Judds,71576,Turn It Loose
The Judds,71577,Working In The Coal Mine
The Jungle Book,73418,Bare Necessities
The Kendalls,71578,Heaven'S Just A Sin Away
The Kid Laroi,73571,Without You
The Killers,54278,Mr Brightside
The Kingsmen,71579,Louie Louie
The Kinks,71580,You Really Got Me
The Kinleys,71581,Dance In The Boat
The Kinleys,71582,I'M In
The Kinleys,71583,My Heart Is Still Beating
The Kinleys,71584,"Ooh, Aah) Crazy Kind Of Love Thing"
The Knack,71585,My Sharona
The Korgis,71586,Everybody'S Got To Learn Sometime
The Lettermen,71587,Jolly Old St. Nicholas Up On The Housetop
The Little Mermaid,73419,Part Of Your World
The Lonesome River Band,71588,Sittin' On Top Of The World
The Lovin' Spoonful,71589,Daydream
The Lovin' Spoonful,71590,Did You Ever Have To Make Up Your Mind
The Lovin' Spoonful,71591,Summer In The City
The Lovin' Spoonful,71592,You Didn'T Have To Be So Nice
The Mamas E The Papas,71593,"Monday, Monday + Back-Vocal"
The Mamas E The Papas,71594,"Monday, Monday"
The Mamas E The Papas,73088,California Dreamins Back Vocal Feminino
The Manhattans,54279,Kiss Say Goodbye
The Manhattans,54280,Shining Star
The Marmellades,71595,Reflections Of My Life
The Marshall Tucker Band,71596,Fire On The Mountain
The Martins,71597,Count Your Blessings
The Marvelettes,71598,Please Mr. Postman
The Mavericks,71599,I Should Have Been True
The Mavericks,71600,Oh What A Thrill
The Mccarters,71601,Shot Full Of Love
The Michanacers,2327,Futari De Kanpai
The Miracles,71602,Love Machine
The Miracles,71603,Ooo Baby Baby
The Miracles,71604,You'Ve Really Got A Hold On Me
The Monkees,71605,Daydream Believer
The Monkees,71606,I'M A Believer
The Monkees,71607,Last Train To Clarksville
The Music Explosion,71608,Little Bit O' Soul
The Mysterians,71609,96 Tears
The Neighbourhood,71610,Sweater Weather
The Nitty Gritty Dirt Band,71611,"Bang, Bang, Bang"
The Nitty Gritty Dirt Band,71612,Fishin' In The Dark
The Oak Ridge Boys,71613,American Made
The Oak Ridge Boys,71614,Elvira
The Oak Ridge Boys,71615,I'Ll Be True To You
The Oak Ridge Boys,71616,It Takes A Little Rain (To Make Love Grow)
The Oak Ridge Boys,71617,Thank God For Kids
The Oak Ridge Boys,71618,You'Re My) Soul And Inspiration
The Osborne Brothers,71619,Lost Highway
The Osborne Brothers,71620,Rocky Top
The Osborne Brothers,71621,"Ruby, Are You Mad Ft. Red Allen"
The Osmonds,71622,One Bad Apple
The Outlaws,71623,Green Grass E High Tides
The Parlotones,2576,Fly To The Moon
The Partridge Family,71624,I Think I Love You
The Paynes,71625,Long Time Coming
The Pierces,73468,Secret (Pretty Little Liars)
The Platters,71626,My Prayer
The Platters,71627,Only You
The Platters,71628,Smoke Gets In Your Eyes
The Platters,71629,The Great Pretender
The Platters,71630,You'Ve Got The Magic Touch
The Platters,73089,Twilight Time + Back Vocal
The Police,54281,Every Breath You Take
The Police,71631,Don'T Stand So Close To Me
The Police,71632,Message In A Bottle
The Rascals,71633,People Got To Be Free
The Rays,71634,Silhouettes
The Reason,71635,Hoobastank
The Rembrandts,2517,I'Ll Be There For You
The Righteobrothers,71636,You'Re My) Soul And Inspiration
The Rivieras,71637,California Sun
The Rolling Stones,71638,Brown Sugar
The Rolling Stones,71639,Lady Jane
The Rolling Stones,71640,Time Is On My Side
The Rolling Stones,71641,You Can'T Always Get What You Want
The Romantics,71642,Talking In Your Sleep
The Romantics,71643,What I Like About You
The Ronettes,54282,Be My Baby
The Rubettes,71644,Sugar Baby Love + Back-Vocal
The Rubettes,71645,Sugar Baby Love
The Script,71646,For The First Time
The Script,71647,No Good In Goodbye
The Searchers,71648,Love Potion #9
The Seldom Scene,71649,House Of Gold
The Shirelles,71650,Soldier Boy
The Shirelles,71651,Will You Love Me Tomorrow
The Silhouettes,71652,Get A Job
The Snake Oil Willie Band,71653,I Don'T Look Good Naked Anymore
The Soggy Bottom Boys,71654,I Am A Man Of Constant Sorrow
The Stanley Brothers,71655,A Beautiful Life
The Statler Brothers,71656,I'Ll Go To My Grave Loving You
The Statler Brothers,71657,Who Am I To Say
The Stylistics,54283,Betcha By Golly Wow
The Stylistics,54284,You Are Everything
The Stylistics,54285,You Make Me Feel Brand New
The Stylistics,73174,Let'S Put It All Together
The Supremes,71658,Baby Love
The Supremes,71659,Back In My Arms Again
The Supremes,71660,Come See About Me
The Supremes,71661,I Hear A Symphony
The Supremes,71662,Love Is Here And Now You'Re Gone
The Supremes,71663,Someday We'Ll Be Together
The Supremes,71664,Stop In The Name Of Love
The Supremes,71665,The Happening
The Supremes,71666,Where Did Our Love Go
The Supremes,71667,You Can'T Hurry Love
The Talley Trio,71668,Jessaves
The Temptations,71670,Ain'T Too Proud To Beg
The Temptations,71671,Ball Of Confusion
The Temptations,71672,Beauty Is Only Skin Deep
The Temptations,71673,Cloud Nine
The Temptations,71674,Get Ready
The Temptations,71675,I Can'T Get Next To You
The Temptations,71676,I Wish It Would Rain
The Temptations,71677,Just My Imagination
The Temptations,71678,My Girl
The Temptations,71679,Papa Was A Rolling Stone
The Temptations,71680,Psychedelic Shack
The Temptations,71681,The Way You Do The Things You Do
The Temptations,71682,You'Re My Everything
The Tempters,5114,Emerald No Densetsu
The Tony Rich Project,71683,Nobody Knows
The Toys,71684,A Lover'S Concerto
The Tra-Bryu,5159,Road
The Tra-Bryu,18333,Inori
The Trammps,71685,Disco Inferno
The Tremeloes,71686,Silence Is Golden
The Troggs,71687,Wild Thing
The Turtles,71688,Happy Together
The Undertones,71689,Teenage Kicks
The Undisputed Truth,71690,Smiling Faces Sometimes
The Vapors,71691,Turning Japanese
The Verve,72625,Lucky Man
The Verve,73090,Lucky Man
The Walkers,72621,There'S No More Corn On The Brasos
The Wallace Collection,71692,Daydream + Back-Vocal
The Wallace Collection,71693,Daydream
The Wallflowers,2605,Heroes
The Wallflowers,20409,ONE HEADLIGHT
The Wanted,64697,Chasing The Sun
The Wanted,64698,Walks Like Rihanna
The Wanted,64699,We Own The Night
The Wanted,19032,Glad You Came
The Wanted,19049,Chasing The Sun
The Wanted,19254,I Found You
The Wanted,19282,All Time Low
The Wanted,19867,Walks Like Rihanna
The Warren Brothers,71694,Better Man
The Warren Brothers,71695,Change
The Warren Brothers,71696,Hey Mr. President
The Warren Brothers,71697,It Ain'T Me
The Warren Brothers,71698,She Wants To Rock
The Warren Brothers,71699,Where Does It Hurt
The Warren Brothers Ftg. Sara Evans,71700,That'S The Beat Of A Heart
The Weather Girls,72622,It'S Raining Men
The Weeknd,71701,Can'T Feel My Face
The White Stripes,2628,Seven Nation Army
The Whites,71702,Hangin' Around
The Who,71703,Won'T Get Fooled Again
The Wild Ones,5151,Omoide No Naguissa
The Wilkinsons,71704,Boy Oh Boy
The Wilkinsons,71705,I Wanna Be That Girl
The Wreckers,71706,Tennessee
The Yellow Monkey,18491,Jam
The Yellow Monkey,18554,Spark
The Young Rascals,71707,Good Lovin'
The Young Rascals,71708,Groovin'
The Young Rascals,71709,How Can I Be Sure
The Youngbloods,71710,Get Together
Thin Lizzy,71711,The Boys Are Back In Town
Third Day,71712,Come Together
Third Eye Blind,71713,Anything
Third Eye Blind,71714,Crystal Baller
Third Eye Blind,71715,How'S It Going To Be
Third Eye Blind,71716,Jumper
Third Eye Blind,71717,Losing A Whole Year
Third Eye Blind,71718,Semi-Charmed Life
Thomas Rhett,64700,Something To Do With My Hands
Thomas Rhett,71719,Get Me Some Of That
Thomas Rhett,71720,Make Me Wanna
Thompson Square,71721,If I Didn'T Have You
Thompson Twins,71722,Hold Me Now
Three Days Grace,71723,I Am Machine
Three Days Grace,20286,I HATE EVERYTHING ABOUT YOU
Three Dog Night,64701,Joy To The World
Three Dog Night,71724,Easy To Be Hard
Three Dog Night,71725,Just An Old Fashioned Love Song
THREE DOG NIGHT,97829,SHAMBALA
Tiesto,73469,The Business
Tiesto,20440,THE BUSINESS
"Tiesto, Kshmr, Vassy",71726,Secrets
"Tiesto, Matthew Koma",71727,Wasted
Tiffany,71728,Could'Ve Been
Tiffany,71729,I Think We'Re Alone Now
Til Tuesday,71730,Voices Carry
Tim Mcgraw,64702,All We Ever Find
Tim Mcgraw,64703,Home
Tim Mcgraw,64704,I Know How To Love You Well
Tim Mcgraw,64705,Illegal
Tim Mcgraw,64706,Real Good Man
Tim Mcgraw,64707,Reg Ragtop
Tim Mcgraw,64708,She'S My Kind Of Rain
Tim Mcgraw,64709,That'S Why God Made Mexico
Tim Mcgraw,64710,Tim Mcgraw Medley
Tim Mcgraw,64711,Tiny Dancer
Tim Mcgraw,64712,Watch The Wind Blow By
Tim Mcgraw,64713,Who Are They
Tim Mcgraw,71731,Can'T Be Really Gone
Tim Mcgraw,71732,Do You Want Fries With That
Tim Mcgraw,71733,Down On The Farm
Tim Mcgraw,71734,Drugs Or Jes
Tim Mcgraw,71735,Everywhere
Tim Mcgraw,71736,For A Little While
Tim Mcgraw,71737,Humble And Kind
Tim Mcgraw,71738,"I Like It, I Love It"
Tim Mcgraw,71739,Indian Outlaw
Tim Mcgraw,71740,Just To See You Smile
Tim Mcgraw,71741,Lookin' For That Girl
Tim Mcgraw,71742,My Best Friend
Tim Mcgraw,71743,My Next Thirty Years
Tim Mcgraw,71744,Not A Moment Too Soon
Tim Mcgraw,71745,Please Remember Me
Tim Mcgraw,71746,Red Ragtop
Tim Mcgraw,71747,Refried Dreams
Tim Mcgraw,71748,Seventeen
Tim Mcgraw,71749,Some Things Never Change
Tim Mcgraw,71750,Southern Girl
Tim Mcgraw,71751,Southern Voice
Tim Mcgraw,71752,Suspicions
Tim Mcgraw,71753,The Trouble With Never
Tim Mcgraw,71754,Where The Green Grass Grows
"Tim Mcgraw, Catherine Dunn",71755,Diamond Rings And Old Barstools
"Tim Mcgraw, Faith Hill",71756,It'S Your Love
"Tim Mcgraw, Faith Hill",71757,Meanwhile Back At Mama'S
Tim Moore,2540,Yes
Tim Rushlow,71758,She Misses Him
Timbaland - One Republic,19565,Apologize
Timbuk 3,71760,The Future'S So Bright (I'Ve Got To Wear Shades)
Tina Charles,54340,Dance Little Lady Dance
Tina Charles,54342,You Set My Heart On Fire
Tina Charles,19526,I Love To Love
Tina Charles,19727,Dance Little Lady Dance
Tina Charles,20360,YOU SET MY HEART ON FIRE
TINA CHARLES,97830,"DR, LOVE"
TINA CHARLES,97831,I LOVE TO LOVE
Tina Turner,64715,"Best, The"
Tina Turner,64716,I Don'T Wanna Fight
Tina Turner,64717,Missing You
Tina Turner,64718,Two People
Tina Turner,64719,We Don'T Need Another Hero
Tina Turner,64720,Whats Love Got To Do With It
Tina Turner,71761,Nutbush City Limits
Tina Turner,5957,Private Dancer
Tina Turner,5969,Simply The Best
Tina Turner,9174,Steamy Windows
Tina Turner,9280,What'S Love Got To Do With It
Tina Turner,19419,We Don'T Need Another Hero
Tina Turner,19464,I Don'T Wanna Lose You
Tina Turner,19996,River Deep Moutain High
Tina Turner,20285,I DON T WANNA FIGHT
TINA TURNER,97832,GOLDENEYE
TINA TURNER,97833,WHT'S LOVE GOT TO DO WITH IT
TINA TURNER,97834,WHEN THE HEARTACHE IS OVER
Tina Turner And Ike,64721,Proud Mary
Tina Turner E Al Green,2648,Let'S Stay Together
Tita Merelo,8375,Se Dice De Mi
Tito Rodríguez,8136,Esta Tarde Vi Llover
Tito Rojas,64722,Que Mas Tu Quieres De Mi
Tiziano Ferro,64724,Tardes Negras
Tiziano Ferro,15901,Imbranato
Tiziano Ferro,8816,Tardes Negras
Tiziano Ferro,8925,No Me Lo Puedo Explicar
Tlc,71762,Creep
Tlc,71763,Damaged
Tlc,71764,Diggin' On You
Tlc,71765,Red Light Special
Tlc,71766,Switch
Tlc,71767,Unpretty
Tlc,19185,No Scrubs
Toba Ichiro,2298,Romantic Tokyo
Toba Ichiro,2361,Wakkanai Blues
Toba Ichiro,5014,Kiyodai Bune
Toba Ichiro,5290,Naka Sendo
Toba Ichiro,5397,Kita Kikou
Toba Ichiro,5832,Umi Yo Umi Yo
Toba Ichiro,18365,Danjiri
Toba Ichiro,18519,Yokaze
Toba Ichiro,18585,Miyako No Ame Ni
Toby Keith,64727,Big Ol' Truck
Toby Keith,64728,Does That Blue Moon Ever Shine On You
Toby Keith,64729,He Ain'T Worth Missing
Toby Keith,64730,How Do You Like Me Now
Toby Keith,64731,I'M Just Talking About Tonight
Toby Keith,64732,"Little Less Talk E A Lot More Action, A"
Toby Keith,64733,Pull My Chain
Toby Keith,64734,Who'S That Man
Toby Keith,64735,Who'S Your Daddy
Toby Keith,64736,You Ain'T Much Fun
Toby Keith,71768,As Good As I Once Was
Toby Keith,71769,Big Blue Note
Toby Keith,71770,"Don'T Leave, I Think I Love You"
Toby Keith,71771,Drinks After Work
Toby Keith,71772,Honky Tonk U
Toby Keith,71773,I Love This Bar
Toby Keith,71774,I Wanna Talk About Me
Toby Keith,71775,I'M Just Talkin' About Tonight
Toby Keith,71776,Should'Ve Been A Cowboy
Toby Keith,71777,We Were In Love
Toby Keith,71778,Whiskey Girl
Toby Keith E Sting,64725,I'M So Happy I Can'T Stop Crying
Toby Keith E Willie Nelson,64726,Beer For My Horses
Todd Rundgren,71779,Hello It'S Me
Tohoshinki,18248,Doh Shite Kimi O Suki Ni Natte Shimattan Daroh
Tohoshinki,18466,Love In The Ice
Tokunaga Hideaki,2273,Kagayaki Nagara
Tokunaga Hideaki,5143,Myself (Kazeni Naritai)
Tokunaga Hideaki,5164,Saigo No Iiwake
Tokunaga Hideaki,18212,Koware Kake No Radio
Tokunaga Hideaki,18215,Love Is All
Tokunaga Hideaki,18400,Yume O Shinjite
Tokunaga Hideaki,18550,Rainy Blue
Tom Grennan,73470,Little Bit Of Love
Tom Jones,64737,Boy From Nowhere
Tom Jones,64738,Delilah
Tom Jones,64739,Funny Familiar Forgotten Feelings
Tom Jones,64741,Help Yourself
Tom Jones,64742,I Who Have Nothing
Tom Jones,64743,I'Ll Never Fall In Love Again
Tom Jones,64744,I'M Coming Home
Tom Jones,64745,It'S Not Unusual
Tom Jones,64746,Love Me Tonight
Tom Jones,71780,I Believe
Tom Jones,4516,Green Green Grass Of Home
Tom Jones,4660,Till
Tom Petty,71781,American Girl
Tom Petty And The Heartbreakers,71782,Don'T Do Me Like That
Tom Petty E The Heartbreakers,64748,Don'T Come Around Here No More
Tom Petty E The Heartbreakers,64749,Free Falling
Tom Petty E The Heartbreakers,64750,I Won'T Back Down
Tom Petty E The Heartbreakers,71783,Into The Great Wide Open
Tom Petty E The Heartbreakers,71784,Learning To Fly
Tom T. Hall,71785,Country Is
Tom T. Hall,71786,Deal
Tom T. Hall,71787,Faster Horses (The Cowboy And The Poet)
Tom T. Hall,71788,Fox On The Run
Tom T. Hall,71789,I Care
Tom T. Hall,71790,I Like Beer
Tom T. Hall,71791,I Love
Tom T. Hall,71792,Jolly Old St. Nicholas (Sing Together Christmas)
Tom T. Hall,71793,Jolly Old St. Nicholas
Tom T. Hall,71794,O' Christmas Tree
Tom T. Hall,71795,"Old Dogs, Children And Watermelon Wine"
Tom T. Hall,71796,Ravishing Ruby
Tom T. Hall,71797,That Song Is Driving Me Crazy
Tom T. Hall,71798,"Your Man Loves You, Honey"
Tom Tom Club,19796,Under The Boardwalk
