Intérprete,Código,Título
Tayrone Cigano,58891,Alô Porteiro
Tayrone Cigano,58892,Tá Na Sofrência
Tayrone Cigano,72515,Homem Chora Sim
Tayrone E Wesley Safadão,67723,Bipolar
Tchacabum,54150,Explosão
Tchacabum,6213,Dança Da Onda
Tchakabum,67726,Tesouro Do Pirata
Tchakabum,15291,Dança Da Mãozinha
Tche Barbaridade,54151,Ausencia
Tche Barbaridade,54152,Voce Não Vale Nada
Tchê Barbaridade,67727,Ausencia
Tchê Barbaridade,9444,É Sábado O Dia
Tchê Barbaridade,9567,Você Não Vale Nada
Tchê Campeiro,9499,O Aviãozinho
Tchê Chaleira,67729,Tô Bebendo Demais
Tche Garotos,54155,To Voltando Pra Ficar
Tche Garotos,54156,É Problema Meu
Tche Garotos,58896,Ajoelha E Chora
Tchê Garotos,54159,A Vida Que O Veio Mando
Tchê Garotos,54161,Bola De Papel
Tchê Garotos,54162,Partindo Rumo A Fronteira
Tchê Garotos,1209,Chega De Deprê
Tchê Garotos,1451,Eu Vou Cair Na Zoeira
Tchê Garotos,1696,O Meu Amor Me Fez Feliz
Tchê Garotos,2801,Cachorro Perigoso
Tchê Garotos,7384,Menininha
Tchê Garotos,7660,O Som Do Povo
Tchê Garotos,9359,Vem Me Dengar
Tchê Garotos,9419,Clarão Da Lua
Tchê Garotos,9426,Criado Tipo Bicho
Tchê Garotos,9442,É Lá Que Mora Ela
Tchê Garotos,9558,Vamos Fazer Festa
Tchê Garotos,15250,Fazendo Coisa Boa
Tchê Guri,54164,Não Vá
Teatro Mágico,2922,Nosso Pequeno Castelo
Teatro Mágico (O),15215,Canção Da Terra
Teixeirinha,54165,Passo Fundo Do Coração
Teixeirinha,54166,Velho Casarão
Teixeirinha,67733,Coração De Luto
Teixeirinha,15955,Rei Do Baralho
Teixeirinha,15986,Gaúcho De Passo Fundo
Telex,7451,Só Delírio
Teodoro E Sampaio,54168,A Linguaruda
Teodoro E Sampaio,54169,A Rabada Da Cunhada
Teodoro E Sampaio,54170,A Solteirona
Teodoro E Sampaio,54171,Agarradinho
Teodoro E Sampaio,54172,Agua No Leite
Teodoro E Sampaio,54173,Alô Mulherada
Teodoro E Sampaio,54174,Amigo Descarado
Teodoro E Sampaio,54175,Amigos De Bar
Teodoro E Sampaio,54177,Bate Bota No Chão
Teodoro E Sampaio,54178,Bebendo Com Os Amigos
Teodoro E Sampaio,54179,Besta De Paixão
Teodoro E Sampaio,54180,Casaco Verde
Teodoro E Sampaio,54181,Cerca De Espinho
Teodoro E Sampaio,54182,Copo De Papel
Teodoro E Sampaio,54183,Coração Sem Dono
Teodoro E Sampaio,54184,Cunhada
Teodoro E Sampaio,54185,De Parede E Meia
Teodoro E Sampaio,54186,Delicias De Amor
Teodoro E Sampaio,54187,Doidão Por Você
Teodoro E Sampaio,54189,Ela Chora Chora
Teodoro E Sampaio,54190,Ela Vai Voltar
Teodoro E Sampaio,54193,Humilha
Teodoro E Sampaio,54194,Mete Cerveja No Povo
Teodoro E Sampaio,54195,Meu Barraco Caiu
Teodoro E Sampaio,54197,O Garrafão
Teodoro E Sampaio,54198,O Machão Chorou
Teodoro E Sampaio,54199,O Mala
Teodoro E Sampaio,54202,Passe Livre
Teodoro E Sampaio,54203,Pega Pega
Teodoro E Sampaio,54205,Quando A Saudade Aperta
Teodoro E Sampaio,54206,Quem Tem Tem Medo
Teodoro E Sampaio,54207,Raimunda
Teodoro E Sampaio,54209,Réu Apaixonado
Teodoro E Sampaio,54210,Só Dou Carona Pra Quem Ja Deu Pra Mim
Teodoro E Sampaio,54211,Só To Comendo
Teodoro E Sampaio,54212,Tadinha Da Minha Secretaria
Teodoro E Sampaio,54214,Telefone No Ar
Teodoro E Sampaio,54215,Uma Semana De Fogo
Teodoro E Sampaio,54216,Vacina Do Amor
Teodoro E Sampaio,54217,Velho Gala
Teodoro E Sampaio,54219,Vou Beber De Novo
Teodoro E Sampaio,67734,Noites Em Claro
Teodoro E Sampaio,67735,Sou Mais Selvagem
Teodoro E Sampaio,73083,Estrela Caída
Teodoro E Sampaio,73084,Eu E A Lua
Teodoro E Sampaio,1223,O Trem Tá Feio
Teodoro E Sampaio,1265,Pitoco
Teodoro E Sampaio,1290,Homem Que Bate Em Mulher
Teodoro E Sampaio,1615,O Beijo Do Adeus
Teodoro E Sampaio,1738,Paixão Proibida
Teodoro E Sampaio,6702,Mulher Chorona
Teodoro E Sampaio,6723,Aqui Pra Ela
Teodoro E Sampaio,6773,É Mentira Dela
Teodoro E Sampaio,6804,A Gostosona
Teodoro E Sampaio,6925,Garanhão Da Madrugada
Teodoro E Sampaio,7237,Se A Casa Cair
Teodoro E Sampaio,7398,O Chorão
Teodoro E Sampaio,7432,Roela Do Eno
Teodoro E Sampaio,7576,Cowboy Conquistador
Teodoro E Sampaio,7611,Fogo No Facho
Teodoro E Sampaio,7654,O Peão E O Violeiro
Teodoro E Sampaio,7719,Um Século Sem Ti
Teodoro E Sampaio,9887,Tapete Da Sala
Teodoro E Sampaio,16159,Vestido De Seda
Teodoro e Sampaio,16881,AFOGAR O GANSO
Teodoro E Sampaio,74333,Aconteceu Comigo
Terra Samba,67736,Banho De Chuveiro
Terra Samba,67737,Deus É Brasileiro
Terra Samba,67738,Liberar Geral
Terrasamba,54222,Banho De Chuveiro
Terrasamba,54223,Boneco Doido
Terrasamba,54225,Deus É Brasileiro
Terrasamba,54227,O Bicho Vai Pegar
Terrasamba,3984,Abc Do Terra
Terrasamba,4003,Liberar Geral
Terrasamba,4027,Carrinho De Mão
Terrasamba,4056,Tá Tirando Onda
Terrasamba,4251,Romântico Lírico
Terry Winter,74334,Nosso Sonho Prá Amar
Tetê Espíndola,3076,Escrito Nas Estrelas
Thaeme E Thiago,54229,365 Dias
Thaeme E Thiago,54236,Foi Daquele Jeito
Thaeme E Thiago,54238,Inseguros
Thaeme E Thiago,54239,Nunca Foi Ex
Thaeme E Thiago,54241,Perdeu
Thaeme E Thiago,54244,Sinto Saudade
Thaeme E Thiago,54245,Solteira
Thaeme E Thiago,58927,Sarcasmo
Thaeme E Thiago,67739,"Com Vocês, Eu"
Thaeme E Thiago,67741,Onde Já Se Viu
Thaeme E Thiago,15003,Ai Que Dó
Thaeme E Thiago,15220,Deserto
Thaeme E Thiago,15313,Perto De Mim
Thaeme E Thiago,15449,Cafajeste
Thaeme E Thiago,15507,Sinto Saudade
Thaeme E Thiago,15520,Vou Dar O Nó Em Você (Arrocha)
Thaeme E Thiago,15648,Cds E Livros
Thaeme E Thiago,15812,Coração Apertado
Thaeme E Thiago,15893,Bem Feito
Thaeme E Thiago,15979,O Que Acontece Na Balada
Thaeme E Thiago,16014,Pra Ter Você Aqui
Thaeme E Thiago,16523,Casa Pequenininha
Thaeme E Thiago,16736,Eu Conto Ou Ce Conta
Thaeme E Thiago - Luan Santana,15299,Hoje Não
Thaeme E Thiago - Lucas Lucco,15281,100% Louco
Thaeme e Thiago - Tayrone,17287,TO COM SAUDADE SIM
Thaeme E Thiago E Cristiano Araujo,54247,Tcha Tcha Tcha
Thaeme E Thiago E Fernando E Sorocaba,54248,Para Para
Thaeme E Thiago E Gustavo Lima,54249,Fica Louca
Thaeme E Thiago E Gusttavo Lima,58932,E Ai
Thaeme E Thiago E Lucas Lucco,54252,Cê Gama
Thaeme Marioto,15583,O Brilho Dessa Estrela
Thaiane Seghetto,67742,Meu Amado
Thaiane Seghetto E Pregador Luo,67743,Me Perdoa Pai
Thaiane Seguetto,67744,Nova Chance
Thais Gullin,1518,"Paixão, Passione"
Thalia,15666,Manias
Thalia - Desenho Anastasia,16079,Viagem Ao Passado
Thalles Roberto,54253,Deus Da Força
Thalles Roberto,54254,Deus Da Minha Vida
Thalles Roberto,54255,Deus Do Impossivel
Thalles Roberto,54256,Deus Me Ama
Thalles Roberto,54257,Eu Escolho Deus
Thalles Roberto,2961,A Alegria Está No Coração
Thalles Roberto,2971,Casa Do Pai
Thalles Roberto - Naldo Benny (Naldo),15836,Quero Sua Vida Em Mim
Thayná Bitencourt,58937,Três Dimensões
Thayná Bitencourt E Mano Walter,67746,Chifre Não É Asa
Thayna Bitencurt,67745,Nem O Google Acha
The Brazilian Bitles,74335,"Cabelos Longos, Idéias Curtas"
The Brazilian Bitles,74336,Faz Feliz Assim
The Fevers,58938,Eu E Você
The Fevers,58939,Hey Girl
The Fevers,58941,Ninguém Vive Sem Amor
The Fevers,58942,Não Consigo Viver Sem Você
The Fevers,58943,Não Devo Mais Ficar
The Fevers,58944,Sou Assim
The Fevers,1497,Se Você Disser Que Sim
The Fevers,2699,Se Você Me Quiser
The Fevers,6559,Vem Me Ajudar (Get Me Some Help)
The Fevers,6658,Mar De Rosas
The Fevers,7918,Cândida
The Fevers,7982,Já Cansei
The Fevers,9293,Nathalie
The Fevers,9297,Ninguém Vive Sem Amor
The Fevers,15051,Guerra Dos Sexos
The Fevers,15128,Mãe
The Fevers,73603,A Menina Dos Meus Sonhos
The Fevers,73604,Deus
The Fevers,73605,Sou Feliz
The Fevers,73606,Sózinho
The Fevers,74142,Tudo Que Eu Tenho
The Fevers,74238,Angela Lá Lá Lá
The Fevers,74239,Boa Sorte
The Fevers,74240,Charly
The Fevers,74241,Errar E Aprender
The Fevers,74242,Onde Estão Seus Olhos Negros
The Fevers,74243,Por Causa De Você
The Fevers,74244,Volta Prá Mim
The Fevers,74337,Algo Errado Em Mim
The Fevers,74338,Que Fazer Prá Esquecer
The Fevers,74339,Se Você Me Deixar
The Fevers,74340,Se Você Me Quisesse
The Fevers,74341,Só Eu E Você
The Jet Blacks,73607,Chapéuzinho Vermelho
The Jordan,73608,A Chuva Terminou
The Originals,1719,Um Filme Com Final Feliz
The Originals,6889,Amar Você
The Originals,15060,Uma História Pra Ficar
The Originals,74143,Menina Linda
The Originals,74144,Não Me Diga Adeus
Thiagão,74503,Ainda Há Chance De Final Feliz
Thiago Brado,74502,Minha Essência
Thiago Brava,54287,Dim Dim
Thiago Brava,54288,Namora Bobo
Thiago Brava,58947,Lei Do Desapego
Thiago Brava,58949,Sabe Esse Cara
Thiago Brava,67747,Já Convenci (Só Violão)
Thiago Brava,15161,360 O Arrocha Do Poder
Thiago Brava,15447,Alô Grau
Thiago Brava,15943,Lei Do Desapego
Thiago Brava,16256,Dona Maria
Thiago Brava - Cristiano Araújo - Mr. Cat,a15754,Tá Soltinha
Thiago Brava - Turma Do Pagode,16748,Predador
Thiago Brava E Jorge,54289,Dona Maria
Thiago Brava E Mc Pikeno E Menor,58951,Amiga Parceira
Thiago Brava Part Gusttavo Lima,73513,Dá Preferência Pra Mim
Thiago Carvalho,74245,Meu Coração Está Amando
Thiago Carvalho Part. Zé Felipe,74615,Eu Vou Beber Eu Vou Beijar
Thiago Farra,67749,Arrocha Gringa
Thiago Farra,67750,Wake Me Up
Thiago Makie E Bruna Karla,67751,Sinceridade
Thiago Servo,15665,Maluca
Thiaguinho,54295,Fugidinha
Thiaguinho,54297,Pra Que Viver Nesse Mundo
Thiaguinho,54298,Sem Você A Vida Tão Sem Graça
Thiaguinho,54300,Simples Desejo
Thiaguinho,54302,Tá Vendo Aquela Lua
Thiaguinho,58957,Hey Mundo
Thiaguinho,72516,A Amizade É Tudo
Thiaguinho,15062,Ainda Bem
Thiaguinho,15088,Leite Condensado
Thiaguinho,15166,Buquê De Flores
Thiaguinho,15219,Desencana
Thiaguinho,15311,Ousadia E Alegria
Thiaguinho,15404,As Aparências Enganam
Thiaguinho,15558,Sou O Cara Pra Você
Thiaguinho,15593,Será Que É Amor
Thiaguinho,15604,"Caraca, Muleke"
Thiaguinho,16203,Energia Surreal
Thiaguinho,16438,Ponto Fraco
Thiaguinho,16505,Domingando
Thiaguinho,16625,Deixa Tudo Como Ta
Thiaguinho,16731,A Fila Anda
Thiaguinho,17223,ERA UMA VEZ
Thiaguinho,17435,FALTA VOCE
Thiaguinho - Gloria Groove,17257,PRESENTE DO CEU (BEST PART)
Thiaguinho - Maná,15335,Lábios Divididos (Lábios Compartidos)
Thiaguinho - Sorriso Maroto,17268,QUANTO TEMPO FAZ
Thiaguinho E Mariana Rios,58952,Viver Sem Ti
Thiaguinho E Munhoz E Mariano,58963,Kit Kat
Thiaguinho Maria Rita,16563,Desliga Voce
Thiaguinho Mt - Mila - Js O Mao De Our,16770,Tudo Ok
Thiaguinho Mt Mila E Js,73301,Tudo Ok
Tiago Abravanel,15846,Eclético
Tiago Abravanel,16031,Estrada Afora
Tiago Iorc,67752,De Todas As Coisas
Tiago Iorc,15879,Um Dia Após O Outro
Tiago Iorc,15926,Coisa Linda
Tiago Iorc,15961,Amei Te Ver
Tiago Iorc,16089,Chega Pra Cá
Tiago Iorc,16433,Dia Especial
Tiago Iorc - Duda Beat,16620,Tangerina
Tiago Iorc - Jorge Drexler,16644,Me Tira Pra Dancar
Tiago Iorc - Maria Gadú,15544,Música Inédita
Tiago Iorc-Milton Nascimento,16314,Mais Bonito Não Há
Tiaguinho,54305,Hey Mundo
Tianastácia,15577,Love Love
Tianastácia,15612,Mestre Jonas
Tião Carreiro,73212,Na Barba Do Leão Com
Tiao Carreiro E Pardinho,58966,Cavalo Enxuto
Tiao Carreiro E Pardinho,67753,Navalha Na Carne
Tiao Carreiro E Pardinho,72517,Navalha Na Carne
Tião Carreiro E Pardinho,54346,Pagode Em Brasilia
Tião Carreiro E Pardinho,54347,Prato Do Dia
Tião Carreiro E Pardinho,54348,Travessia Do Araguaia
Tião Carreiro E Pardinho,59019,A Vaca Já Foi Pro Brejo
Tião Carreiro E Pardinho,67756,Arrependida
Tião Carreiro E Pardinho,67757,Boi Soberano
Tião Carreiro E Pardinho,67758,Meu Reino Encantado
Tião Carreiro E Pardinho,72518,Carteiro
Tião Carreiro E Pardinho,72519,Chora Viola
Tião Carreiro E Pardinho,72520,Mundo Velho
Tião Carreiro E Pardinho,72521,Parede E Meia
Tião Carreiro E Pardinho,73095,Viola Pagodeira
Tião Carreiro E Pardinho,73096,Vou Tomar Um Pingão
Tião Carreiro E Pardinho,73176,Faca Que Não Corta
Tião Carreiro E Pardinho,73213,Em Tempo De Avanço
Tião Carreiro E Pardinho,73214,Empreitada Perigosa
Tião Carreiro E Pardinho,73215,Falou E Disse
Tião Carreiro E Pardinho,3901,Amargurado
Tião Carreiro E Pardinho,15715,Rei Do Gado
Tião Carreiro E Pardinho,15747,Rio De Lágrimas (Rio De Piracicaba)
Tião Carreiro E Pardinho,74145,Rancho Do Vale
Tião Carreiro E Pardinho,74545,Preto Velho
Tião Carreiro e Pardinho - Rick e Renner,17153,A MAO DO TEMPO
Tibagi E Amaraí,73091,Carta De Filho
Tibagi E Amaraí,73092,Minha Terra Distante
Tibagi E Amaraí,73093,Não Tenho Inveja
Tibagi E Amaraí,73094,Pé De Cedro
Tiê,54349,A Noite
Tiê,15803,A Noite
Tiê,16145,Piscar O Olho
Tiê,16292,Mexeu Comigo
Tiê,16321,Amuleto
Tierry,54306,Chorência
Tierry,16999,RITA
Tierry,73302,Chorência
Tierry,73303,Cracudo
Tierry,73304,Eu Já Peguei Coisa Pior
Tierry,73305,Eu To Com Uma Puta
Tierry,73306,Hb20
Tierry,73307,Litrão
Tierry,73308,Prego E Martelo
Tierry,73309,Saudade Sua
Tierry,73310,Super Recaída
Tierry,73609,Coração De Espelho
Tierry,17145,DISCO ARRANHADO
Tierry,74544,Cabeça Branca
Tierry,17296,IPHONE 11
Tierry,17312,CABECA BRANCA
Tierry,74616,Era Tu
Tierry - Gusttavo Lima,17071,ACERTOU NA MOSCA
Tierry - Marilia Mendonca,17005,HACKEARAM-ME
Tierry E Gusttavo Lima,73311,Acertou Na Mosca
Tihuana,58968,Eu Vi Gnomos
Tihuana,1092,De Longe
Tihuana,6075,Que Ves
Tihuana,9348,Tropa De Elite
Tihuana,15261,"Mulheres São De Vênus, Homens São De M"
Tihuana,15345,Na Parede Do Quintal
Tihuana,15553,Por Que Será
Tihuana,15866,Renata
Tihuana,15895,Clandestino
Tihuana - Digão,15342,Minha Rainha
Tim Maia,54310,Bons Momentos (Com Back)
Tim Maia,54314,Descobridor Dos Sete Mares
Tim Maia,54319,Gostava Tanto De Você (Versão 2)
Tim Maia,54321,Lamento
Tim Maia,54325,O Que Me Importa
Tim Maia,54329,Que Beleza
Tim Maia,54331,Se Me Lembro Faz Doer
Tim Maia,54334,Um Dia De Domingo
Tim Maia,54336,Velho Camarada
Tim Maia,67754,Festa De Santo Reis
Tim Maia,1334,Está Difícil De Esquecer
Tim Maia,3110,Gostava Tanto De Você
Tim Maia,3170,Não Quero Dinheiro Só Quero Amar
Tim Maia,3417,Do Leme Ao Pontal
Tim Maia,3528,Me Dê Motivo
Tim Maia,3649,Azul Da Cor Do Mar
Tim Maia,3666,Leva
Tim Maia,3680,Primavera (Versão Ao Vivo)
Tim Maia,3865,Bons Momentos
Tim Maia,3869,O Descobridor Dos Sete Mares
Tim Maia,4137,Vale Tudo
Tim Maia,4189,Eu Amo Você
Tim Maia,4298,Telefone
Tim Maia,4462,A Festa Do Santo Reis
Tim Maia,6072,Pede A Ela
Tim Maia,6153,Pudera
Tim Maia,6356,Sossego
Tim Maia,6365,Coroné Antônio Bento
Tim Maia,6548,Primavera (Versão Estúdio)
Tim Maia,6743,Paixão Antiga
Tim Maia,6769,Chocolate
Tim Maia,6850,Cristina
Tim Maia,6863,Não Vou Ficar
Tim Maia,7497,Amigo Verdadeiro
Tim Maia,7984,Lábios De Mel
Tim Maia,9331,Réu Confesso
Tim Maia,9380,Acenda O Farol
Tim Maia,9410,Carinhos
Tim Maia,9519,Preciso Ser Amado
Tim Maia,9603,Amiga
Tim Maia,15638,Você
Tim Maia,15721,A Fim De Voltar
Tim Maia,15828,Imunização Racional (Que Beleza)
Tim Maia,16043,Ela Partiu
Tim Maia,16340,Essa Tal Felicidade
Tim Maia,16370,"Você E Eu, Eu E Você (Juntinho)"
Tim Maia E Fábio,58994,Até Parece Que Foi Sonho Meu
Tim Maia E Gal Costa,58971,Um Dia De Domingo
Tim Maia-Fábio-Hyldon,1500,Velho Camarada
Timbalada,3456,Beija Flor
Tino,6219,Fica Comigo
Tiririca,73211,India Seus Cabelos
Tiririca,3423,Eu Sou Chifrudo
Tiririca,3523,Florentina
Titas,16662,Aa Uu
Titas,16817,O PULSO
Titãs,58998,Aa Uu
Titãs,59009,Não Vou Lutar
Titãs,59011,O Pulso
Titãs,67755,Pelados Em Santos
Titãs,1203,Antes De Você
Titãs,1227,Porque Eu Sei Que É Amor
Titãs,1249,Domingo
Titãs,1723,Eu Não Vou Dizer Nada
Titãs,2828,Comida
Titãs,3679,Polícia
Titãs,3774,Sonífera Ilha
Titãs,3809,Pra Dizer Adeus
Titãs,4033,É Preciso Saber Viver
Titãs,4116,Insensível
Titãs,4279,Marvin
Titãs,4423,Aluga-Se
Titãs,6180,Homem Primata
Titãs,6220,Flores
Titãs,6243,A Melhor Banda De Todos Os Tempos
Titãs,6330,Epitáfio
Titãs,6469,O Mundo É Bão Sebastião
Titãs,6537,Isso
Titãs,6654,Enquanto Houver Sol
Titãs,6711,Provas De Amor
Titãs,6788,Os Cegos Do Castelo
Titãs,9502,O Inferno São Os Outros
Titãs,9849,Não Vou Me Adaptar
Titãs,16105,O Que
Titãs,16198,Televisão
Titãs,16222,Família
Titãs,16270,Go Back
Titãs,16360,Toda Cor
Titãs,16402,Diversão
Titãs,16421,Bichos Escrotos
Titãs,16442,Desordem
Titãs,17137,NAO VOU LUTAR
Titãs,17213,CORACOES E MENTES
Titãs,74342,Eu Não Aguento
Titãs,17336,MISERIA
Toca Do Vale,67760,Farra Do Vaqueiro
Toke Divinal,67761,O Mundo Vai Saber
Toke Divinal,3808,Pequena Princesa
Toke Divinal,74048,Súbita Paixão
Toke Divinal,17415,O MUNDO VAI SABER
Tokio,54350,Garota De Berlim
Tokyo,1934,Humanos
Tom E Dito,7253,Tamanco Malandrinho
Tom Jobim,54352,Eu Sei Que Vou Te Amar
Tom Jobim,54353,Garota De Ipanema
Tom Jobim,54354,Pela Luz Dos Olhos Teus
Tom Jobim,59034,Desafinado
Tom Jobim,59035,Dindi
Tom Jobim,59040,Só Danço Samba
Tom Jobim,2850,Ela É Carioca
Tom Jobim,3298,Wave
Tom Jobim,3329,Luíza
Tom Jobim,3745,Chega De Saudade
Tom Jobim,3838,Desafinado
Tom Jobim,3974,Samba De Uma Nota Só
Tom Jobim,9692,Lígia
Tom Jobim - Gal Costa,15436,Tema De Amor De Gabriela
Tom Jobim E Elis Regina,59026,Águas De Março
Tom Jobim E Vinicios De Morais,59027,Insensatez
Tom Jobim E Vinicios De Morais,59028,Pela Luz Dos Olhos Teus
Tom Jobim E Vinicios De Morais,59029,Samba De Verão
Tom Jobim E Vinicios De Morais,59030,Samba Do Avião
Tom Jobim E Vinicios De Morais,59031,Se Todos Fossem Iguais A Você
Tom Jobim-J.Gilberto-Astrud-Getz,6011,Corcovado
Tomate,67762,Te Espero No Farol
Tomate,72522,Cuida De Mim
Tomate,1464,Parará
Tomate,15418,Meu Disco De Raul
Tomate,15554,Princesa (Cinderela)
Tomate,15584,O Segredo
Ton Cafri E Mc Livinho,67763,Minha Vez
Ton Carfi,54355,A Perfeição De Deus
Ton Carfi,54356,Amor Do Meu Herói
Ton Carfi,54357,Clame Ao Pai
Ton Carfi,54358,Cristo Filho
Ton Carfi,54359,Eu Só Quero Ser Teu
Ton Carfi,54360,Há Um Lugar Pra Mim
Ton Carfi,54361,O Melhor Lugar Do Mundo
Ton Carfi,54362,Porque Eu Te Amei
Ton Carfi,54363,Só Deus Pode Restaurar Esse Amor
Toni Ferreira,15857,Olha Só
Toni Garrido,59042,Me Libertei
Toni Garrido,16367,Sou Você
Toni Tornado,1721,Br-3
Tonico E Tinoco,54366,Beijinho Doce
Tonico E Tinoco,54367,Canoeiro
Tonico E Tinoco,54368,Chico Mineiro
Tonico E Tinoco,54369,Chua Chu
Tonico E Tinoco,54370,João De Barro
Tonico E Tinoco,54372,
Tonico E Tinoco,54373,Tristeza Do Jeca
Tonico E Tinoco,59043,Cabocla Tereza
Tonico E Tinoco,59044,Cana Verde
Tonico E Tinoco,67764,As Mocinhas Da Cidade
Tonico E Tinoco,67765,Exemplo De Fé
Tonico E Tinoco,72523,A Marca Da Ferradura
Tonico E Tinoco,72524,As Mocinhas Da Cidade
Tonico E Tinoco,72525,Carreiro Sebastião
Tonico E Tinoco,72526,Curitibana
Tonico E Tinoco,72527,Destinos Iguais
Tonico E Tinoco,72528,Gondoleiro Do Amor
Tonico E Tinoco,73097,Tempo De Amor
Tonico E Tinoco,4483,Moreninha Linda
Tony Campello,73610,"Tchin, Tchin"
Tony Garrido,1013,Me Libertei
Tony Platão,7943,Dia 36
Tony Platão,7996,Mares Da Espanha
Tony Platão,9295,Negro Amor
Tony Tornado,54374,Br 3
Toque No Altar,54376,Deus De Promessas
Toque No Altar,54379,Meu Melhor
Toque No Altar,54380,Perto Quero Estar
Toque No Altar,2946,Abro Mão
Toque No Altar,2952,Eu Vou Viver Uma Virada
Toque No Altar,2974,Deus De Milagres
Toque No Altar,2975,Deus Do Impossível
Toque No Altar,2979,Faz Chover (Let It Rain)
Toque No Altar,2982,Lembra Senhor
Toque No Altar,2987,O Chão Vai Tremer
Toque No Altar,2989,Olha Pra Mim
Toque No Altar,2998,Toda Sorte De Bênçãos
Toque No Altar,3000,Tua Graça Me Basta
Toque No Altar,7867,Restitui
Toque No Altar,7876,Te Louvarei
Toquinho,54384,Escravo Da Alegria
Toquinho,54385,O Caderno (Versão 1)
Toquinho,54386,O Caderno (Versão 2)
Toquinho,54387,O Caderno (Versão 3)
Toquinho,59054,O Caderno
Toquinho,67766,A Tonga Da Mironga
Toquinho,1909,O Filho Que Eu Quero Ter
Toquinho,3406,Aquarela
Toquinho,16175,Ao Que Vai Chegar
Toquinho E Vinicius,54388,Regra Tres
Toquinho E Vinicius,54389,Tarde Em Itapuã
Toquinho E Vinícius,1840,Sei Lá (A Vida Tem Sempre Razão)
Toquinho E Vinícius,1854,Essa Menina
Toquinho E Vinícius,1860,Morena Flor
Toquinho E Vinícius,1951,São Demais Os Perigos Desta Vida
Toquinho E Vinícius,1954,Testamento
Toquinho E Vinícius De Moraes,54390,Canto De Ossanha
Toquinho E Vinícius De Moraes,1912,Marcha Da Quarta-Feira De Cinzas
Toquinho E Vinícius De Moraes,1913,Meu Pai Oxalá
Toquinho E Vinícius De Moraes,1916,O Velho E A Flor
Toquinho E Vinicius De Morais,59052,Samba De Orly
Toquinho-Vinicius De Moraes,1515,Escravo Da Alegria
Toquinho-Vinicius De Moraes,1544,Canto De Ossanha
Toquinho-Vinicius De Moraes,1865,Como Dizia O Poeta
Toquinho-Vinicius De Moraes,1906,Maria Vai Com As Outras
Toquinho-Vinicius De Moraes,3266,Tarde Em Itapoã
Toquinho-Vinicius De Moraes,3653,Carta Ao Tom 74
Toquinho-Vinicius De Moraes,6044,A Tonga Da Mironga Do Kabuletê
Toquinho-Vinicius De Moraes,6236,Regra Três
Toquinho-Vinicius De Moraes,9516,Por Que Será
Toquinho-Vinicius De Moraes-Maria Cre,za1864,Catendê
Tostão E Guarany,73098,Meus Pedacinhos
Toto Cutugno,67767,Et Si Tu N'Existais Pas
Trazendo A Arca,59055,Marca Da Promessa
Trazendo A Arca,2958,Sobre As Águas
Trazendo A Arca,2962,A Marca Da Promessa
Trazendo A Arca,2972,Desejo Do Meu Coração
Trazendo A Arca,2990,Pra Tocar No Manto
Trazendo A Arca,2995,Se A Tua Voz Ouvir
Trem Da Alegria,2689,He-Man
Trem Da Alegria,2938,Thundercats
Trem Da Alegria,3069,É De Chocolate
Trem Da Alegria,3283,"Uni, Duni, Tê"
Trem Da Alegria,7526,Dona Felicidade
Trem Da Alegria,7544,Piuí Abacaxi
Trem Da Alegria,15777,Na Casca Do Ovo
Trem Da Alegria,15889,Pra Ver Se Cola
Trem Da Alegria - Xuxa,16133,Iô-Iô
Treme Treme,67769,- Mc Loma
Tremendo,2868,Isso É Tremendo
Trepidants,73312,Foi Demais
Tribalhistas,54392,Amor I Love You
Tribalistas,6495,Já Sei Namorar
Tribalistas,6558,Velha Infância
Tribalistas,6595,Tribalistas
Tribalistas,6668,Passe Em Casa
Tribalistas,6693,É Você
Tribalistas,6722,Anjo Da Guarda
Tribalistas,6896,Carnavália
Tribalistas,9463,Grão De Amor
Tribalistas,15252,Joga Arroz
Tribalistas,16265,Diáspora
Tribalistas,16320,Um Só
Tribalistas,16356,Aliança
Tribalistas,16499,Sem Voce
Tribo Da Periferia,67770,Imprevisivel
Tribo De Jah,6037,Uma Onda Que Passou
Trio Alto Astral,59063,Saudade Do Pica-Pau
Trio Bravana,2834,"Mãe, Tô Na Balada"
Trio Bravana,15321,3 Amigos
Trio Do Brasil,59064,Muro De Berlim
Trio Esperança,4394,Filme Triste
Trio Esperança,6042,A Festa Do Bolinha
Trio Esperança,6342,O Passo Do Elefantinho
Trio Esperança,7511,Bolinha De Sabão
Trio Esperança,7659,O Retrato
Trio Esperança,15208,Arrasta A Sandália
Trio Esperança,15346,Olhando Para O Céu (Sukiyaki)
Trio Esperança,17115,ESTE GRANDE AMOR
Trio Esperança,74146,A Feiticeirinha
Trio Esperança,74343,Ao Meu Amor
Trio Esperança,74344,Casaco Marrom
Trio Forrozão,59066,Ovo De Codorna
Trio Irakitan,7940,Desesperadamente
Trio Irakitan,15673,Perfídia
Trio Los Angeles,59067,Transas E Caretas
Trio Los Angeles,2759,Vem Dançar Mambolê
Trio Los Angeles,7714,Transas E Caretas
Trio Melodia,74345,Se Seu Amor Fosse Prá Mim
Trio Nordestino,54398,Sobradinho
Trio Nordestino,67771,O Nenem
Trio Nordestino,15613,Mulher Rendeira
Trio Nordestino,16067,Na Emenda
